input,output
6.6,100.0
6.4,92.06695379205578
6.2,83.12628548660534
6.0,73.9621986659057
5.7,57.44378732798534
5.5,44.3374142555051
5.4,39.74242602086371
5.2,30.897293179439817
5.0,23.242736577116354
4.8,15.71392315824564
4.6,13.462379060277415
4.4,11.31887351802682
4.1,8.192968075949095
3.8,5.550944570444379
3.6,3.8107597344371684
3.4,2.1957287597783837
3.1,1.5420211736682257
2.8,0.8987696701974786
