input,output
6.6,100.0
6.4,88.56787277415785
6.2,77.20300854674073
6.0,66.01251780582875
5.7,49.565004141679694
5.5,38.78568092795064
5.4,34.73556316264507
5.2,26.80026828879265
5.0,20.15327874904432
4.8,13.543778075901654
4.6,11.629491529887979
4.4,9.727368712865783
4.1,7.617758801762366
3.8,5.214404791472247
3.6,3.6423025655212777
3.4,2.046155398703864
3.1,1.4356627921701668
2.8,0.863009588822067
