input,output
6.6,100.0
6.4,99.35170165471926
6.2,99.52586778450504
6.0,99.74688607749191
5.7,99.80529198819464
5.5,99.54694253708651
5.4,99.7642531322334
5.2,99.59007170472816
5.0,99.75740951779198
4.8,99.41536580881758
4.6,99.97472434299011
4.4,99.85318877123633
4.1,99.89317193968866
3.8,99.56483237980206
3.6,99.73426638605588
3.4,99.68215687762073
3.1,99.3843284453981
2.8,99.86581269272354
