input,output
6.6,100.0
6.4,89.0509635520145
6.2,77.59211872034678
6.0,66.29211801301189
5.7,49.71032627765498
5.5,38.857935395806024
5.4,34.737496205090416
5.2,26.674969888215017
5.0,20.092730559995577
4.8,13.604423852116303
4.6,11.625559670554487
4.4,9.692405738624974
4.1,7.5319626813130665
3.8,5.247983560429717
3.6,3.6824453087710785
3.4,2.1549590770523177
3.1,1.5148017898826955
2.8,0.9197875813795494
