input,output
6.6,100.0
6.4,88.99860093220676
6.2,77.49997146260888
6.0,66.15527231066625
5.7,49.55972002392088
5.5,38.66454210278726
5.4,34.725463551055064
5.2,26.980879566575407
5.0,20.305571496708485
4.8,13.706709810359724
4.6,11.794219201503413
4.4,9.933258769101784
4.1,7.140638182455669
3.8,5.37858611897262
3.6,3.6727069161071726
3.4,1.9670887503047412
3.1,1.3643259124896172
2.8,0.7698818087415471
