input,output
6.6,100.0
6.4,121.00648341755426
6.2,120.9038421686225
6.0,9.777583615759239
5.7,69.46200800332899
5.5,54.712223106703796
5.4,49.03263659814535
5.2,37.79771895553291
5.0,28.538903205787285
4.8,28.54957531283243
4.6,16.695107721825682
4.4,14.100133068932106
4.1,10.1513581703971
3.8,6.906766928662125
3.6,4.772955195845613
3.4,2.637364780154138
3.1,1.7767616711356533
2.8,1.353928841247435
