input,output
6.6,100.0
6.4,96.4343580946414
6.2,86.22651583769023
6.0,75.65244486005435
5.7,58.04467123277175
5.5,45.181851891978745
5.4,45.19077289093158
5.2,45.198385266389586
5.0,45.188912445952475
4.8,15.899894217163633
4.6,15.904487624193095
4.4,15.90611156950258
4.1,15.907180014517916
3.8,15.904441796294428
3.6,15.906018862981924
3.4,2.142235416096234
3.1,2.1450672910930813
2.8,2.143163532537427
