input,output
6.6,100.0
6.4,93.50213336467523
6.2,0.0631122036880282
6.0,70.67272638278025
5.7,53.4375586428501
5.5,42.05935210362469
5.4,37.76426442306835
5.2,29.143104464491444
5.0,29.14477847525928
4.8,29.144207508849618
4.6,12.964192348215779
4.4,10.79433541142707
4.1,7.624167516218053
3.8,5.2716299670061115
3.6,3.75070706227522
3.4,2.226404560673218
3.1,1.5594968726645893
2.8,1.3458017718227113
