input,output
6.6,100.0
6.4,90.69247712845423
6.2,80.64013105190145
6.0,70.37323674230916
5.7,53.32249665086517
5.5,41.56473250584026
5.4,37.04129047553909
5.2,28.41273766401017
5.0,21.348284990409
4.8,14.4665142737801
4.6,12.318032560611389
4.4,10.266137002158034
4.1,7.170523812843263
3.8,4.932878128586425
3.6,3.7815797179082504
3.4,2.1884798691989267
3.1,1.5403375501569279
2.8,0.8838111037971679
