input,output
6.6,100.0
6.4,88.7397893068862
6.2,76.99275022471286
6.0,65.3948226365206
5.7,48.48465374145065
5.5,37.36785676207383
5.4,33.53145241603656
5.2,26.115647950337088
5.0,19.67146177895446
4.8,13.262138568854098
4.6,11.420616369127828
4.4,9.613391489796356
4.1,6.911739859443903
3.8,5.107454369610504
3.6,3.5139828966096758
3.4,1.8964305978768656
3.1,1.320921927242973
2.8,0.764469722248293
