input,output
6.6,100.0
6.4,90.42819605108612
6.2,81.07959725136315
6.0,69.10050287142252
5.7,51.664783227191904
5.5,40.35570151357463
5.4,36.13614526537449
5.2,36.13478325321851
5.0,20.888585646409982
4.8,14.073160325685416
4.6,12.099885000022056
4.4,12.09913011181318
4.1,0.07067414198766565
3.8,4.9904771856770385
3.6,3.5066752917230035
3.4,2.035665637511946
3.1,1.4916868459312758
2.8,0.9555976398970968
