input,output
2.7,1.6
2.8,1.66
2.9,1.8
3.0,2.01
3.1,2.23
3.2,2.44
3.3,2.65
3.4,3.0
3.5,3.7
3.6,4.75
3.7,5.8
3.8,6.85
3.9,7.9
4.0,8.95
4.1,10.0
4.2,11.17
4.3,12.33
4.4,13.5
4.5,14.67
4.6,15.83
4.7,17.0
4.8,19.0
4.9,24.0
5.0,31.5
5.1,36.0
5.2,39.75
5.3,43.5
5.4,47.25
5.5,51.0
5.6,56.0
5.7,62.29
5.8,68.57
5.9,74.86
6.0,81.14
6.1,87.43
6.2,93.71
6.3,100.0
6.4,100.0
6.5,100.0
6.6,100.0
