input,output
2.7,0.15
2.8,0.15
2.9,0.28
3.0,0.41
3.1,0.54
3.2,0.67
3.3,0.8
3.4,1.0
3.5,1.36
3.6,1.79
3.7,2.22
3.8,2.65
3.9,3.08
4.0,3.51
4.1,3.94
4.2,4.57
4.3,5.28
4.4,6.08
4.5,6.98
4.6,7.99
4.7,9.11
4.8,10.37
4.9,11.76
5.0,13.31
5.1,15.03
5.2,16.93
5.3,19.03
5.4,21.34
5.5,23.88
5.6,26.67
5.7,29.73
5.8,33.07
5.9,36.73
6.0,40.71
6.1,45.05
6.2,49.77
6.3,58.13
6.4,71.58
6.5,85.18
6.6,100.0
